text,song
"I'm in love with my car, gotta feel for my automobile",I'm In Love With My Car
"Get a grip on my boy racer rollbar, such a thrill when your radials squeal",I'm In Love With My Car
"Told my girl I'll have to forget her, rather buy me a new carburetor",I'm In Love With My Car
"So she made tracks saying, this is the end now",I'm In Love With My Car
"Cars don't talk back, they're just four wheeled friends now",I'm In Love With My Car
"When I'm holding your wheel, all I hear is your gear",I'm In Love With My Car
When I'm cruising in overdrive,I'm In Love With My Car
Don't have to listen to no run of the mill talk jive,I'm In Love With My Car
"I'm in love with my car, gotta feel for my automobile",I'm In Love With My Car
"I'm in love with my car, string back gloves in my automolove",I'm In Love With My Car
It's a Machine's world,Back To Humans
Don't tell me I ain't got no soul,Back To Humans
When the machines take over,Back To Humans
It ain't no place for you and me.,Back To Humans
They tell me I don't care,Back To Humans
But deep inside I'm just a man,Back To Humans
They freeze me they burn me,Back To Humans
They squeeze me they stress me,Back To Humans
With smoke-blackened pistons of steel they compress me,Back To Humans
"But no-one, but no-one, but no-one can wrest me away",Back To Humans
Back to Humans.,Back To Humans
"We have no disease, no troubles of mind",Back To Humans
"No thank you please, no regard for the time",Back To Humans
"We never cry, we never retreat",Back To Humans
We have no conception of love or defeat.,Back To Humans
What's that Machine noise,Back To Humans
It's bytes and megachips for tea,Back To Humans
"It's that Machine, boys",Back To Humans
With Random Access Memory,Back To Humans
"Never worry, never mind",Back To Humans
"Not for money, not for gold.",Back To Humans
It's software it's hardware,Back To Humans
It's heartbeat is time-share,Back To Humans
It's midwife's a disk drive,Back To Humans
It's sex-life is quantised,Back To Humans
It's self-perpetuating a parahumanoidarianised.,Back To Humans
Back to Humans,Back To Humans
Back to Humans.,Back To Humans
Back to Machines.,Back To Humans
Living in a new world,Back To Humans
Thinking in the past,Back To Humans
Living in a new world,Back To Humans
How you gonna last,Back To Humans
Machine world...,Back To Humans
It's a Machine's world...,Back To Humans
Change.,Back To Humans
Back to Humans.,Back To Humans
"A one, two, three, four, one... Yeah... OK",Don't Try Suicide
"Don't do it, don't you try it baby",Don't Try Suicide
"Don't do that, don't, don't, don't",Don't Try Suicide
"Don't do that, You got a good thing going now",Don't Try Suicide
"Don't do it, don't do it... Don't",Don't Try Suicide
"Don't try suicide, nobody's worth it",Don't Try Suicide
"Don't try suicide, Nobody cares",Don't Try Suicide
"Don't try suicide, you're just gonna hate it",Don't Try Suicide
"Don't try suicide, nobody gives a damn",Don't Try Suicide
So you think it's the easy way out?,Don't Try Suicide
Think you're gonna slash your wrists... this time,Don't Try Suicide
Baby when you do it all you do is get on my tits,Don't Try Suicide
"Don't do that, try, try, try, baby",Don't Try Suicide
"Don't do that, you got a good thing going now",Don't Try Suicide
Don't do it don't do it... Don't,Don't Try Suicide
"Don't try suicide, nobody's worth it",Don't Try Suicide
"Don't try suicide, nobody cares",Don't Try Suicide
"Don't try suicide, you're just gonna hate it",Don't Try Suicide
"Don't try suicide, nobody gives a damn",Don't Try Suicide
"You need help, look at yourself you need help",Don't Try Suicide
"You need life, So don't hang yourself",Don't Try Suicide
"It's ok, ok, ok, ok",Don't Try Suicide
You just can't be a prick teaser all of the time,Don't Try Suicide
"A little bit attention, you got it",Don't Try Suicide
"Need some affection, you got it",Don't Try Suicide
"Suicide, suicide, suicide, bid",Don't Try Suicide
"Suicide, suicide, suicide, bid... Suicide",Don't Try Suicide
Don't do it don't do it don't do it babe (yeah),Don't Try Suicide
"Don't do it don't do it don't, do it... Yeah",Don't Try Suicide
Don't put your neck on the line,Don't Try Suicide
"Don't drown on me babe, blow your brains out",Don't Try Suicide
Don't do that (yeah),Don't Try Suicide
"Don't do that, you got a good thing going baby",Don't Try Suicide
Don't do it (no) don't do it (no) don't,Don't Try Suicide
"Don't try suicide, Nobody's worth it",Don't Try Suicide
"Don't try suicide, Nobody cares",Don't Try Suicide
"Don't try suicide, You're just gonna hate it",Don't Try Suicide
Don't try suicide,Don't Try Suicide
"Nobody gives, nobody cares, Nobody gives a damn",Don't Try Suicide
Turn it up a bit please,My Baby Does Me
My baby,My Baby Does Me
Baby does,My Baby Does Me
My baby does me good,My Baby Does Me
My baby does,My Baby Does Me
My baby does me,My Baby Does Me
My baby does me good,My Baby Does Me
My lady,My Baby Does Me
Understands,My Baby Does Me
Understands me right,My Baby Does Me
She understands me,My Baby Does Me
She understands me,My Baby Does Me
Understands me right,My Baby Does Me
My baby cares,My Baby Does Me
She really cares,My Baby Does Me
She knows what's really right for me,My Baby Does Me
Does me good then she hurts me so,My Baby Does Me
She winds me up and then lets me go,My Baby Does Me
Turns me on and then tells me no,My Baby Does Me
She's just a pussy cat,My Baby Does Me
My baby loves me,My Baby Does Me
My baby loves me,My Baby Does Me
My baby cuffs me,My Baby Does Me
One day she tells me that she cares,My Baby Does Me
Another day she tells me she don't love me,My Baby Does Me
She really really does me,My Baby Does Me
Ooh,My Baby Does Me
Now people do you believe this,My Baby Does Me
Do you,My Baby Does Me
Ooh,My Baby Does Me
Oooh,My Baby Does Me
She really really really really really really,My Baby Does Me
Does me,My Baby Does Me
"Sleeping very soundly on a Saturday morning, I was dreaming I was Al Capone",Stone Cold Crazy
"There's a rumour going round ,",Stone Cold Crazy
gotta clear out of town,Stone Cold Crazy
"I'm smelling like a dry fish bone, here come the law gonna break down the door",Stone Cold Crazy
Gonna carry me away once more,Stone Cold Crazy
Never never I never want it anymore,Stone Cold Crazy
Gotta get away from this stone cold floor,Stone Cold Crazy
Crazy... stone cold crazy you know,Stone Cold Crazy
"Rainy afternoon I gotta blow a typhoon, and I'm playing on my slide trombone",Stone Cold Crazy
"Anymore anymore cannot take it anymore, Gotta get away from this stone cold floor",Stone Cold Crazy
Crazy... stone cold crazy you know,Stone Cold Crazy
"Walking down the street, shooting people that I meet, with my rubber Tommy water gun",Stone Cold Crazy
"Here come the deputy, He's gonna come and get me, I gotta get me up and run",Stone Cold Crazy
"They got the sirens loose, I ran right out of juice",Stone Cold Crazy
"They're gonna put me in a cell, if I can't go to heaven , Will they let me go to hell?",Stone Cold Crazy
Crazy... stone cold crazy you know,Stone Cold Crazy
I had this perfect dream,Barcelona
Un sueño me envolvio,Barcelona
This dream was me and you,Barcelona
Tal vez estas aqui,Barcelona
I want all the world to see,Barcelona
Un instinto me guiaba,Barcelona
A miracle sensation,Barcelona
My guide and inspiration,Barcelona
Now my dream is slowly coming true,Barcelona
The wind is a gentle breeze,Barcelona
El me hablo de ti,Barcelona
The bells are ringing out,Barcelona
El canto vuela,Barcelona
They're calling us together,Barcelona
Guiding us forever,Barcelona
Wish my dream would never go away,Barcelona
Barcelona - It was the first time that we met,Barcelona
Barcelona - How can I forget,Barcelona
The moment that you stepped into the room you took my breath away,Barcelona
Barcelona - La musica vibro,Barcelona
Barcelona - Y ella nos unio,Barcelona
And if God willing we will meet again someday,Barcelona
Let the songs begin,Barcelona
Dejalo nacer,Barcelona
Let the music play,Barcelona
Ahhhhhhhh...,Barcelona
Make the voices sing,Barcelona
Nace un gran amor,Barcelona
Start the celebration,Barcelona
Van a mi,Barcelona
And cry,Barcelona
Grita,Barcelona
Come alive,Barcelona
Vive,Barcelona
And shake the foundations from the skies,Barcelona
"Ahhh ,Ahhh, Shaking all our lives",Barcelona
Barcelona - Such a beautiful horizon,Barcelona
Barcelona - Like a jewel in the sun,Barcelona
Por ti sere gaviota de tu bella mar,Barcelona
Barcelona - Suenan las campamas,Barcelona
Barcelona - Abre tus puertas al mundo,Barcelona
If God is willing,Barcelona
If God is willing,Barcelona
If God is willing,Barcelona
Friends until the end,Barcelona
Viva - Barcelona,Barcelona
"They called him a hero, In the land of the free",Put Out The Fire
"But he wouldn't shake my hand boy, He disappointed me",Put Out The Fire
"So I got my hand gun, And I blew him away",Put Out The Fire
"That critter was a bad guy, And I had to make him pay",Put Out The Fire
"You might fear for my reason, I don't care what they say",Put Out The Fire
"Look out baby it's the season, For the mad masquerade",Put Out The Fire
"Put out the fire, put out the fire, put out the fire",Put Out The Fire
Oh you need a bullet like a hole in the head,Put Out The Fire
"Put out the fire, put out the fire, put out the fire",Put Out The Fire
Don't believe what your grand-daddy said,Put Out The Fire
"She was my lover, It was a shame that she died",Put Out The Fire
But the constitution's right on my side,Put Out The Fire
Because I caught my lover in the neighbours bed,Put Out The Fire
I got retribution Filled 'em all full of lead,Put Out The Fire
"I've been told it's the fashion, To let me on the streets again",Put Out The Fire
"It's nothing but a crime of passion, And I'm not to blame",Put Out The Fire
"Put out the fire, put out the fire, put out the fire",Put Out The Fire
You need a weapon like a hole in the head,Put Out The Fire
"Put out the fire, put out the fire, baby, put out the fire",Put Out The Fire
And let your sons and daughters sleep sound in their beds,Put Out The Fire
"You know a gun never killed nobody, You can ask anyone",Put Out The Fire
"People get shot by people, People with guns",Put Out The Fire
"Put out the fire, put out the fire, put out the fire",Put Out The Fire
You need a gun like a hole in the head,Put Out The Fire
"Put out the fire, put out the fire, put out the fire",Put Out The Fire
Just tell me that old fashioned gun law is dead,Put Out The Fire
Shoot shoot..,Put Out The Fire
Once I loved a butterfly,Some Things That Glitter
"Don't wonder how, don't ask me why",Some Things That Glitter
But I believed what I'd been told,Some Things That Glitter
'All things that glitter can't be gold',Some Things That Glitter
Ooooo ooo yeah,Some Things That Glitter
All things that glitter can't be gold,Some Things That Glitter
Those jealous minds conspired to say,Some Things That Glitter
Just let that creature fly away,Some Things That Glitter
How can it be she has it all,Some Things That Glitter
Her pride is headed for a fall,Some Things That Glitter
Ooooo ooo yeah,Some Things That Glitter
All things that glitter can't be gold,Some Things That Glitter
"Oh Lord, what races we run",Some Things That Glitter
Seeking our place in the Sun,Some Things That Glitter
Reaching and doping we'll find the right one,Some Things That Glitter
Now every day a new joy brings,Some Things That Glitter
My butterfly grew golden wings,Some Things That Glitter
It seems we find as we grow old,Some Things That Glitter
Some things that glitter may be gold,Some Things That Glitter
Ooooo ooo yeah,Some Things That Glitter
Some things that glitter may be gold,Some Things That Glitter
So let us mind what's there to see,Some Things That Glitter
Before our hearts become too cold,Some Things That Glitter
In spite of all that we've been told,Some Things That Glitter
Some things that glitter may be gold,Some Things That Glitter
Ooooo ooo yeah,Some Things That Glitter
Some things that glitter may be gold,Some Things That Glitter
Ooooo ooo yeah,Some Things That Glitter
Some things that glitter,Some Things That Glitter
May be gold,Some Things That Glitter
I'd sit alone and watch your light,Radio Ga Ga
My only friend through teenage nights,Radio Ga Ga
"And everything I had to know,",Radio Ga Ga
I heard it on my radio,Radio Ga Ga
You gave them all those old time stars,Radio Ga Ga
Through wars of worlds - invaded by Mars,Radio Ga Ga
You made 'em laugh - you made 'em cry,Radio Ga Ga
You made us feel like we could fly,Radio Ga Ga
So don't become some background noise,Radio Ga Ga
A backdrop for the girls and boys,Radio Ga Ga
Who just don't know or just don't care,Radio Ga Ga
And just complain when you're not there,Radio Ga Ga
You had your time you had the power,Radio Ga Ga
You've yet to have your finest hour,Radio Ga Ga
Radio,Radio Ga Ga
All we hear is Radio ga-ga,Radio Ga Ga
"Radio goo-goo, Radio ga-ga",Radio Ga Ga
"All we hear is Radio ga-ga, Radio blah blah",Radio Ga Ga
"Radio what's new?, Radio someone still loves you",Radio Ga Ga
We watch the shows - we watch the stars,Radio Ga Ga
On videos for hours and hours,Radio Ga Ga
We hardly need to use our ears,Radio Ga Ga
How music changes through the years,Radio Ga Ga
Let's hope you never leave old friend,Radio Ga Ga
Like all good things on you we depend,Radio Ga Ga
So stick around because we might miss you,Radio Ga Ga
When we grow tired of all this visual,Radio Ga Ga
You had your time you had the power,Radio Ga Ga
You've yet to have your finest hour,Radio Ga Ga
Radio,Radio Ga Ga
All we hear is Radio ga-ga,Radio Ga Ga
"Radio goo-goo, Radio ga-ga",Radio Ga Ga
All we hear is Radio ga-ga,Radio Ga Ga
"Radio goo-goo, Radio ga-ga",Radio Ga Ga
"All we hear is Radio ga-ga, Radio blah blah",Radio Ga Ga
Radio what's new? Someone still loves you,Radio Ga Ga
"Radio ga-ga, Radio ga-ga",Radio Ga Ga
"Radio ga-ga, Radio",Radio Ga Ga
You had your time you had the power,Radio Ga Ga
You've yet to have your finest hour,Radio Ga Ga
Radio,Radio Ga Ga
I'm the invisible man,The Invisible Man
I'm the invisible man,The Invisible Man
Incredible how you can,The Invisible Man
See right through me,The Invisible Man
Freddie Mercury,The Invisible Man
When you hear a sound,The Invisible Man
That you just can't place,The Invisible Man
Feel somethin' move,The Invisible Man
That you just can't trace,The Invisible Man
When something sits,The Invisible Man
On the end of your bed,The Invisible Man
Don't turn around,The Invisible Man
When you hear me tread,The Invisible Man
I'm the invisible man,The Invisible Man
I'm the invisible man,The Invisible Man
Incredible how you can,The Invisible Man
See right through me,The Invisible Man
I'm the invisible man,The Invisible Man
I'm the invisible man,The Invisible Man
It's criminal how I can,The Invisible Man
See right through you,The Invisible Man
John Deacon,The Invisible Man
And I'm in your room,The Invisible Man
And I'm in your bed,The Invisible Man
And I'm in your life,The Invisible Man
And I'm in your head,The Invisible Man
Like C.I.A.,The Invisible Man
Or the F.B.I.,The Invisible Man
You'll never get close,The Invisible Man
Never take me alive,The Invisible Man
I'm the invisible man,The Invisible Man
I'm the invisible man,The Invisible Man
Incredible how you can,The Invisible Man
See right through me,The Invisible Man
I'm the invisible man,The Invisible Man
I'm the invisible man,The Invisible Man
It's criminal how I can,The Invisible Man
See right through you,The Invisible Man
"Hah, hah, hah, hello",The Invisible Man
"Hah, hah, hah, o.k.",The Invisible Man
"Hah, hah, hah, hello-hello-hello-hello",The Invisible Man
Never had a real good friend - not a boy or girl,The Invisible Man
No-one knows what I've been through - let my flag unfurl,The Invisible Man
So I make my mark from the edge of the world,The Invisible Man
From the edge of the world,The Invisible Man
From the edge of the world,The Invisible Man
Brian May - Brian May,The Invisible Man
Now I'm on your track,The Invisible Man
And I'm in your mind,The Invisible Man
And I'm on your back,The Invisible Man
But don't look behind,The Invisible Man
I'm your meanest thought,The Invisible Man
I'm your darkest fear,The Invisible Man
But I'll never get caught,The Invisible Man
"You can't shake me, shake me dear",The Invisible Man
I'm the invisible man,The Invisible Man
I'm the invisible man,The Invisible Man
Incredible how you can,The Invisible Man
See right through me,The Invisible Man
Watch me now,The Invisible Man
I'm the invisible man,The Invisible Man
I'm the invisible man,The Invisible Man
It's criminal how I can,The Invisible Man
See right through you,The Invisible Man
"Look at me, look at me",The Invisible Man
R-R-R-R-Roger Taylor,The Invisible Man
"Shake me, shake me, shake me dear",The Invisible Man
Sh-shake,The Invisible Man
Shake,The Invisible Man
Fun,The Invisible Man
Buddy you're a boy make a big noise,We Will Rock You
Playin' in the street gonna be a big man some day,We Will Rock You
You got mud on yo' face,We Will Rock You
You big disgrace,We Will Rock You
Kickin' your can all over the place,We Will Rock You
Singin',We Will Rock You
We will we will rock you,We Will Rock You
We will we will rock you,We Will Rock You
Buddy you're a young man hard man,We Will Rock You
Shoutin' in the street gonna take on the world some day,We Will Rock You
You got blood on yo' face,We Will Rock You
You big disgrace,We Will Rock You
Wavin' your banner all over the place,We Will Rock You
We will we will rock you,We Will Rock You
(Sing it!),We Will Rock You
We will we will rock you,We Will Rock You
Buddy you're an old man poor man,We Will Rock You
Pleadin' with your eyes gonna make you some peace some day,We Will Rock You
You got mud on your face,We Will Rock You
Big disgrace,We Will Rock You
Somebody better put you back into your place,We Will Rock You
We will we will rock you,We Will Rock You
(Sing it!),We Will Rock You
We will we will rock you,We Will Rock You
(Everybody),We Will Rock You
We will we will rock you,We Will Rock You
We will we will rock you,We Will Rock You
(Alright),We Will Rock You
"Hey, it's a sellout",Let Me Entertain You
"Let me welcome you ladies and gentlemen, I would like to say hello",Let Me Entertain You
Are you ready for some entertainment?,Let Me Entertain You
Are you ready for a show?,Let Me Entertain You
"Gonna rock you gonna roll you, get you dancing in the aisles",Let Me Entertain You
"Jazz you razzmatazz you, with a little bit of style",Let Me Entertain You
"C'mon let me entertain you, let me entertain you",Let Me Entertain You
"Let me entertain you, let me entertain you",Let Me Entertain You
"I've come here to sell you my body, I can show you some good merchandise",Let Me Entertain You
"I'll pull you and I'll pill you, I'll Cruela-de-ville you",Let Me Entertain You
And to thrill you I'll use any device,Let Me Entertain You
"We'll give you crazy performance, we'll give you grounds for divorce",Let Me Entertain You
"We'll give you piece de resistance, and a tour de force",Let Me Entertain You
of course,Let Me Entertain You
"We found the right location, got a lot of pretty lights",Let Me Entertain You
The sound and amplification listen,Let Me Entertain You
"Hey if you need a fix, if you want a high, Stickells see to that",Let Me Entertain You
"With Electra and EMI, We'll show you where it's at",Let Me Entertain You
So c'mon,Let Me Entertain You
"Let me entertain you, let me entertain you",Let Me Entertain You
"Let me entertain you, let me entertain you",Let Me Entertain You
"Just take a look at the menu ,we give you rock a la carte",Let Me Entertain You
"We'll breakfast at Tiffany's, we'll sing to you in Japanese",Let Me Entertain You
We're only here to entertain you,Let Me Entertain You
"If you want to see some action, you get nothing but the best",Let Me Entertain You
"The S and M attraction, We've got the pleasure chest",Let Me Entertain You
"Chicago down to New Orleans, We get you on the line,",Let Me Entertain You
If you dig the New York scene,Let Me Entertain You
We'll have a son of a bitch of a time,Let Me Entertain You
"C'mon, Let me entertain, let me entertain",Let Me Entertain You
Let me entertain you... tonight,Let Me Entertain You
(Hey where's my backstage pass),Let Me Entertain You
(That was great),Let Me Entertain You
(What an outrageous costume),Let Me Entertain You
(Hey that Brian May is out of sight man),Let Me Entertain You
(Not many not many),Let Me Entertain You
(I've always wanted to be a groupie),Let Me Entertain You
"Great King Rat died today, born on the twenty first of May",Great King Rat
"Died syphilis forty four on his birthday, every second word he swore",Great King Rat
"Yes he was the son of a whore, always wanted by the law",Great King Rat
"Wouldn't you like to know?, Wouldn't you like to know people?",Great King Rat
"Great King Rat was a dirty old man, and a dirty old man was he",Great King Rat
"Now what did I tell you, would you like to see?",Great King Rat
Now hear... Where will I be tomorrow? Will I beg will I borrow?,Great King Rat
"I don't care I don't care anyway, Come on come on the time is right",Great King Rat
"This man is evil and that is right,I told you... Ah yes I told you",Great King Rat
And that's no lie oh no no no,Great King Rat
Wouldn't you like to know? Wouldn't you like to know? Wouldn't you like to know?,Great King Rat
"Great King Rat was a dirty old man, and a dirty old man was he",Great King Rat
How what did I tell you?... Would you like to see?,Great King Rat
Wouldn't you like to know? Wouldn't you like to know people?,Great King Rat
"Great King Rat was a dirty old man, and a dirty old man was he",Great King Rat
Now what did I tell you... Would you like to see?,Great King Rat
"Now listen all you people, put out the good and keep the bad,",Great King Rat
don't believe all you read in the Bible,Great King Rat
"You sinners get in line, saints you leave far behind,",Great King Rat
very soon you're gonna be his disciple,Great King Rat
"Don't listen to what mama says, not a word, not a word mama says",Great King Rat
"Or else you'll find yourself being the rival, the great Lord before he died",Great King Rat
"Knelt sinners by his side, and said you're going to realise tomorrow",Great King Rat
"No I'm not gonna tell you, What you already know",Great King Rat
"Because time and time again, The old man said it all a long time ago",Great King Rat
"Come come on the time is right, This evil man will fight",Great King Rat
I told you once before,Great King Rat
Wouldn't you like to know? Wouldn't you like to know? Just like I said before,Great King Rat
"Great King Rat was a dirty old man, and a dirty old man was he",Great King Rat
The last time I tell you... Would you like you see?,Great King Rat
"Don't you misfire fill me up , with the desire to carry on",Misfire
"Don't you know honey that love's a game, It's always a hit or miss",Misfire
"So take your aim, Got to hold on tight, Shoot me out of sight",Misfire
"Don't you misfire fill me up, with the desire to carry on",Misfire
"Don't you misfire fill me up, with the desire to carry on",Misfire
"Your gun is loaded, and pointing my way",Misfire
"There's only one bullet, so don't delay",Misfire
"Got to time it right, fire me through the night",Misfire
"Come on take a shot, fire me higher",Misfire
"Don't you miss this time, Please don't misfire",Misfire
Misfire,Misfire
"Don't you misfire fill me up , with the desire to carry on",Misfire
"Don't you know honey that love's a game, It's always a hit or miss",Misfire
"So take your aim, Got to hold on tight, Shoot me out of sight",Misfire
"Don't you misfire fill me up, with the desire to carry on",Misfire
"Don't you misfire fill me up, with the desire to carry on",Misfire
"Your gun is loaded, and pointing my way",Misfire
"There's only one bullet, so don't delay",Misfire
"Got to time it right, fire me through the night",Misfire
"Come on take a shot, fire me higher",Misfire
"Don't you miss this time, Please don't misfire",Misfire
Misfire,Misfire
Well my temperature is rising got my feet on the floor,Gimme Some Lovin'
Crazy people rocking 'cause they want to go more,Gimme Some Lovin'
Let me in baby I don't know what you got,Gimme Some Lovin'
But you better take it easy 'cause this place is hot,Gimme Some Lovin'
"And I'm so glad you made it, so glad you made it",Gimme Some Lovin'
"You got to gimme some lovin', gimme gimme some lovin'",Gimme Some Lovin'
"Well I feel so good, everybody's getting high",Gimme Some Lovin'
You better take it easy 'cause the place is on fire,Gimme Some Lovin'
Been a hard day and I don't know what to do,Gimme Some Lovin'
"Wait a minute Baby, this could happen to you",Gimme Some Lovin'
"Well I feel so good, everybody's getting high",Gimme Some Lovin'
You better take it easy 'cause the place is on fire,Gimme Some Lovin'
Been a hard day nothing went too good,Gimme Some Lovin'
Now we're gonna relax just like everybody should.,Gimme Some Lovin'
Yeah,Back Chat
"Get back, get back",Back Chat
"Back chat, back chat, You burn all my energy",Back Chat
"Back chat, back chat, Criticizing all you see",Back Chat
"Back chat, back chat, Analysing what I say",Back Chat
"Back chat, back chat, And you always get your way",Back Chat
Oh yeah! See what you've done to me,Back Chat
"Back chat, back chat, It's driving me insane",Back Chat
"Survival to the end, Knock you down you come again",Back Chat
"Talk back, talk back, You've got me on the wrack",Back Chat
"Twisting every word I say, Wind me up and get your way",Back Chat
Fat chance I have of making a romance,Back Chat
"If I'm ever going to win, Have to get the last word in",Back Chat
Take it from there,Back Chat
Twisting every word I say Huh!,Back Chat
Wind me up and let me play,Back Chat
"Back chat, back chat, You burn all my energy",Back Chat
"Back chat, back chat, Criticizing all you see",Back Chat
"Back chat, back chat, Analysing what I say",Back Chat
"Back chat, back chat, And you always get your way",Back Chat
Come on now,Back Chat
"Wake up stand up, And drag yourself on out",Back Chat
"Get down get ready, Scream and shout",Back Chat
"Back off me be cool, And learn to change your ways",Back Chat
Because you're talking in your sleep,Back Chat
And you're walking in a daze,Back Chat
"Don't push your luck, I'm ready to attack",Back Chat
Because when I'm trying to talk to you,Back Chat
All you do is just talk back,Back Chat
You stand so tall you don't frighten me at all,Back Chat
"Don't talk back, don't talk back",Back Chat
"Don't talk back, just leave me alone",Back Chat
"Back chat, back chat, You burn all my energy",Back Chat
"Back chat, back chat, Criticizing all you see",Back Chat
"Back chat, back chat, Analysing what I say",Back Chat
"Back chat, back chat, And you always get your way",Back Chat
"Yes you do, Yes you do baby",Back Chat
"Come on, back chat, back chat",Back Chat
"Back chat, back chat",Back Chat
"Back chat, back chat",Back Chat
"Go for it, go for it, go for it baby",Back Chat
"Back chat, back chat",Back Chat
You're giving me the runaround,Back Chat
"Critisizing (oh yeah),analysing (oh yeah)",Back Chat
Yeah merci beaucoup,Back Chat
Get on down..,Back Chat
We had a good night jamming away,Party
There was a full moon showing,Party
And we wanted to play,Party
But in the cold light of day next morning,Party
Party was over uh uh,Party
The party was over,Party
We got love and we got style,Party
And we got sex and I know I know we got what it takes,Party
Oh oh oh oh oh - oh oh oh,Party
Why don't you come back and play,Party
Come back and play (hey hey) come back and play,Party
We got all night all day,Party
Everybody's gone away,Party
Why don't you come back and play come back and play,Party
Come back and play come back and play,Party
Play play it play it,Party
Go get 'em boy - let's party,Party
Yeah,Party
Give it give it,Party
We had a food fight in somebody's face,Party
We were up all night singing (singing),Party
And giving a chase,Party
But in the cold light of day next morning,Party
Everybody was hung over,Party
Hey come back and play (come back and play) come back,Party
and play,Party
We got all night all day,Party
Everybody's gone away,Party
Why don't you come back and play (and play) come back,Party
and play,Party
We got all night we got all day,Party
We got all night to play,Party
Come back come back come back come back back and play,Party
Hey hey hey,Party
Goodbye goodbye goodbye goodbye the party is over,Party
"Get down make love, get down make love","Get Down, Make Love"
"Get down make love, get down make love","Get Down, Make Love"
"You take my body, I give you heat","Get Down, Make Love"
"You say you're hungry, I give you meat","Get Down, Make Love"
"I suck your mind, You blow my head","Get Down, Make Love"
"Make love, Inside your bed - everybody","Get Down, Make Love"
"Get down make love, get down make love","Get Down, Make Love"
"Get down make love, get down make love","Get Down, Make Love"
"Every time I get hot, You wanna cool down","Get Down, Make Love"
"Every time I get high, You say you wanna come down","Get Down, Make Love"
"You say it's enough, in fact it's too much","Get Down, Make Love"
"Every time I get a... get down, get down, get down, make love","Get Down, Make Love"
(Get down) I can squeeze - (make love) you can shake me,"Get Down, Make Love"
(Get down) I can feel - (make love) you can break me,"Get Down, Make Love"
(Get down) Come on so heavy (make love),"Get Down, Make Love"
(Get down) When you take me (make love),"Get Down, Make Love"
"You make love, you make love, you make love, you make love","Get Down, Make Love"
You can make everybody get down make love... get down make love,"Get Down, Make Love"
"Every time I get high, you wanna come down","Get Down, Make Love"
"Every time I get hot, you say you wanna cool down","Get Down, Make Love"
"You say it's enough, in fact it's too much","Get Down, Make Love"
Every time I wanna get down get down get down,"Get Down, Make Love"
"Get down make love, get down make love","Get Down, Make Love"
"Get down make love, get down make love","Get Down, Make Love"
"Every time I get hot, you wanna cool down","Get Down, Make Love"
"Every time I get high, you say you wanna come down","Get Down, Make Love"
"You say it's enough, In fact it's too much","Get Down, Make Love"
"Every time I wanna, Get down get down, Get down make love","Get Down, Make Love"
Are you running? (are you running?) (are you running?),Untitled
Are you running? (are you running?) (are you running?),Untitled
Are you running? (are you running?) (are you running?),Untitled
Ha ha ha,Untitled
H'huu h'huu,Untitled
Fab!,Untitled
Who said that my party was all over,Khashoggi's Ship
Huh huh I'm in pretty good shape,Khashoggi's Ship
The best years of my life are like a supernova,Khashoggi's Ship
Huh huh perpetual craze I said that,Khashoggi's Ship
Everybody drank my wine - you get my drift,Khashoggi's Ship
And then we took a holiday on Khashoggi's ship - well,Khashoggi's Ship
We really had a good good time they was all so sexy,Khashoggi's Ship
We was bad we was blitzed,Khashoggi's Ship
All in all it was a pretty good trip,Khashoggi's Ship
This big bad sucker with a fist as big as your head,Khashoggi's Ship
Wanted to get me I said go away,Khashoggi's Ship
I said kiss my ass honey,Khashoggi's Ship
He pulled out a gun wanted to arrest me,Khashoggi's Ship
I said uh uh uh babe,Khashoggi's Ship
Now listen no-one stops my party,Khashoggi's Ship
No-one stops my party,Khashoggi's Ship
No-one no-one no-one stops my party,Khashoggi's Ship
Just like I said,Khashoggi's Ship
We were phased we was pissed,Khashoggi's Ship
Just having a total eclipse,Khashoggi's Ship
That's good,Khashoggi's Ship
This one's on me so let us do it just right,Khashoggi's Ship
This here one party don't get started 'till midnight,Khashoggi's Ship
Everybody party to the left - party to the right,Khashoggi's Ship
????? do it all night alright alright,Khashoggi's Ship
Should I lay my hands on you all right (???????????),Khashoggi's Ship
Left - right,Khashoggi's Ship
Left right no-one stops my ...,Khashoggi's Ship
"Don't slam the door, on your way out",Another Rainy Night (Without You)
Don't leave without saying goodbye.,Another Rainy Night (Without You)
"Another long distance night alone,",Another Rainy Night (Without You)
"you leave me wanting, always leave me wanting more.",Another Rainy Night (Without You)
"Last word today, coming home to stay?",Another Rainy Night (Without You)
"Wouldn't that be nice, for a while?",Another Rainy Night (Without You)
"But now my take-out food is growing cold,",Another Rainy Night (Without You)
and the candle's burned a hole in the floor.,Another Rainy Night (Without You)
And I'm still waiting for the ring of the phone.,Another Rainy Night (Without You)
I'm all alone,Another Rainy Night (Without You)
"It's just another rainy night, without you.",Another Rainy Night (Without You)
Guess I'll leave a light on for you.,Another Rainy Night (Without You)
"It's just another rainy night, without you.",Another Rainy Night (Without You)
"Listen, there's a foghorn blowing",Another Rainy Night (Without You)
from the coast tonight,Another Rainy Night (Without You)
Remember making love in the rain?,Another Rainy Night (Without You)
Strange how laughter looks like crying with no sound,Another Rainy Night (Without You)
Raindrops taste like tears without the pain.,Another Rainy Night (Without You)
