text,song
We'll remember,No-One But You (Only The Good Die Young)
Forever,No-One But You (Only The Good Die Young)
"And now the party must be over, I guess we'll never understand",No-One But You (Only The Good Die Young)
"The sense of your leaving, was it the way it was planned?",No-One But You (Only The Good Die Young)
"So we grace another table, and raise our glasses one more time",No-One But You (Only The Good Die Young)
There's a face at the window,No-One But You (Only The Good Die Young)
"And I ain't never, never saying goodbye",No-One But You (Only The Good Die Young)
One by one,No-One But You (Only The Good Die Young)
Only the good die young,No-One But You (Only The Good Die Young)
They're only flying too close to the sun,No-One But You (Only The Good Die Young)
Crying for nothing,No-One But You (Only The Good Die Young)
Crying for no-one,No-One But You (Only The Good Die Young)
No-one but you,No-One But You (Only The Good Die Young)
Oh yes I'm the great pretender (oooh oooh),The Great Pretender
Pretending I'm doing well (oooh oooh),The Great Pretender
My need is such I pretend too much,The Great Pretender
I'm lonely but no-one can tell,The Great Pretender
Oh yes I'm the great pretender (oooh oooh),The Great Pretender
Adrift in a world of my own (oooh oooh),The Great Pretender
I play the game but to my real shame,The Great Pretender
You've left me to dream all alone,The Great Pretender
Too real is this feeling of make believe,The Great Pretender
Too real when I feel what my heart can't conceal,The Great Pretender
Oooh oooh yes I'm the great pretender (oooh oooh),The Great Pretender
Just laughing and gay like a clown (oooh oooh),The Great Pretender
I seem to be what I'm not (you see),The Great Pretender
I'm wearing my heart like a crown,The Great Pretender
Pretending that you're still around,The Great Pretender
Yeah oooh hoo,The Great Pretender
Too real when I feel what my heart can't conceal,The Great Pretender
Oh yes I'm the great pretender,The Great Pretender
Just laughing and gay like a clown (oooh oooh),The Great Pretender
I seem to be what I'm not you see,The Great Pretender
I'm wearing my heart like a crown,The Great Pretender
Pretending that you're,The Great Pretender
Pretending that you're still around,The Great Pretender
"Far, far from the light",Back To The Light
Here the night creatures call,Back To The Light
In the cold breath they howl,Back To The Light
"And the hollow tears, they're calling you",Back To The Light
"I'll be there, though maybe you wont see my babe",Back To The Light
"I'll still care, no mater where I'll still be there",Back To The Light
When you make to the other side,Back To The Light
"Lord I'm going back, back to the light",Back To The Light
Back to the dreams that are paved with gold,Back To The Light
Back to the light,Back To The Light
"Back to the land, where the sunshine heals my soul",Back To The Light
"Deep, deep in the night",Back To The Light
When the world fils with tears,Back To The Light
"And the wind grows, colder and colder it grows",Back To The Light
"And the fire dimes, with the same old fears",Back To The Light
"I'll be there, no matter what you're going through",Back To The Light
"In the dark I care, I'm holding on, I'm hoping on",Back To The Light
It's still the same old me inside#,Back To The Light
"Lord I'm going back, back to the light",Back To The Light
Back to the dreams that are paved with gold,Back To The Light
Back to the light,Back To The Light
"Back to the land, where the sunshine heals my soul",Back To The Light
"On and on, searching for the clearer view",Back To The Light
Winning and loosing an inner war,Back To The Light
Wondering what we do it for,Back To The Light
Though the road seems never ending,Back To The Light
Hold on to the hope I'm sending through,Back To The Light
No matter where you're going to,Back To The Light
I'll be there,Back To The Light
"I'm holding on, believe it",Back To The Light
We'll be walking in the light,Back To The Light
?cos there'll be no place left to hide,Back To The Light
Back to the light,Back To The Light
Back to the dreams that are paved with gold,Back To The Light
Back to the light,Back To The Light
"Back to the land, where the sunshine heals my soul",Back To The Light
"Let me hear you babes - yeah, yeah, yeah",Back To The Light
I don't want my freedom,It's A Hard Life
There's no reason for living with a broken heart,It's A Hard Life
"This is a tricky situation,",It's A Hard Life
I've only got myself to blame,It's A Hard Life
"It's just a simple fact of life, It can happen to anyone",It's A Hard Life
You win - you lose,It's A Hard Life
It's a chance you have to take with love,It's A Hard Life
Oh yeah - I fell in love,It's A Hard Life
And now you say it's over and I'm falling apart,It's A Hard Life
"It's a hard life, to be true lovers together",It's A Hard Life
To love and live forever in each others hearts,It's A Hard Life
"It's a long hard fight, to learn to care for each other",It's A Hard Life
To trust in one another right from the start,It's A Hard Life
When you're in love,It's A Hard Life
"I try and mend the broken pieces, I try to fight back the tears",It's A Hard Life
"They say it's just a state of mind, But it happens to everyone",It's A Hard Life
How it hurts - deep inside,It's A Hard Life
When your love has cut you down to size,It's A Hard Life
Life is tough - on your own,It's A Hard Life
Now I'm waiting for something to fall from the skies,It's A Hard Life
And I'm waiting for love,It's A Hard Life
"Yes it's a hard life, two lovers together",It's A Hard Life
To love and live forever in each others hearts,It's A Hard Life
"It's a long hard fight, to learn to care for each other",It's A Hard Life
To trust in one another - right from the start,It's A Hard Life
When you're in love,It's A Hard Life
Yes it's a hard life,It's A Hard Life
In a world that's filled with sorrow,It's A Hard Life
There are people searching for love in every way,It's A Hard Life
"It's a long hard fight, But I'll always live for tomorrow",It's A Hard Life
I'll look back on myself and say I did it for love,It's A Hard Life
Yes I did it for love (for love) oh I did it for love,It's A Hard Life
She keeps Moet and Chandon in her pretty cabinet,Killer Queen
"'Let them eat cake' she says, just like Marie Antoinette",Killer Queen
A built in remedy for Khrushchev and Kennedy,Killer Queen
And anytime an invitation you can decline,Killer Queen
Caviar and cigarettes well versed in etiquette,Killer Queen
Extr'ordinarily nice,Killer Queen
"She's a killer queen gunpowder gelatine, dynamite with a lazer beam",Killer Queen
Guaranteed to blow your mind... (anytime),Killer Queen
Recommended at the price Insatiable an appetite (wanna try?),Killer Queen
"To avoid complications, she never kept the same address",Killer Queen
"In conversation, she spoke just like a baroness",Killer Queen
Met a man from China went down to Geisha Minah,Killer Queen
Then again incidentally if you're that way inclined,Killer Queen
Perfume came naturally from Paris (naturally),Killer Queen
"For cars she couldn't care less, fastidious and precise",Killer Queen
She's a killer queen gunpowder gelatine,Killer Queen
"Dynamite with a lazer beam, guaranteed to blow your mind (anytime)",Killer Queen
"Recommended at the price, Insatiable an appetite (wanna try?)",Killer Queen
Drop of a hat she's as willing as a playful as a pussy cat,Killer Queen
"Then momentarily out of action, temporarily out of gas",Killer Queen
"To absolutely drive you wild, wild",Killer Queen
She's out to get you,Killer Queen
She's a killer queen gunpowder gelatine,Killer Queen
"dynamite with a lazer beam, guaranteed to blow your mind (anytime)",Killer Queen
"Recommended at the price, insatiable an appetite (wanna try?)",Killer Queen
"Sometimes I get to feeling I was back in the old days, long ago",These Are The Days Of Our Lives
When we were kids when we were young,These Are The Days Of Our Lives
"Things seemed so perfect, you know",These Are The Days Of Our Lives
The days were endless we were crazy we were young,These Are The Days Of Our Lives
"The sun was always shining, we just lived for fun",These Are The Days Of Our Lives
"Sometimes it seems like lately, I just don't know",These Are The Days Of Our Lives
The rest of my life's been just a show,These Are The Days Of Our Lives
"Those were the days of our lives, the bad things in life were so few",These Are The Days Of Our Lives
Those days are all gone now but one thing is true,These Are The Days Of Our Lives
"When I look and I find, I still love you",These Are The Days Of Our Lives
You can't turn back the clock you can't turn back the tide... Ain't that a shame,These Are The Days Of Our Lives
"I'd like to go back one time on a roller coaster ride, when life was just a game",These Are The Days Of Our Lives
No use in sitting and thinking on what you did,These Are The Days Of Our Lives
When you can lay back and enjoy it through your kids,These Are The Days Of Our Lives
"Sometimes it seems like lately, I just don't know",These Are The Days Of Our Lives
Better sit back and go with the flow,These Are The Days Of Our Lives
Because these are the days of our lives,These Are The Days Of Our Lives
They've flown in the swiftness of time,These Are The Days Of Our Lives
These days are all gone now but some things remain,These Are The Days Of Our Lives
When I look and I find no change,These Are The Days Of Our Lives
"Those were the days of our lives, yeah",These Are The Days Of Our Lives
The bad things in life were so few,These Are The Days Of Our Lives
Those days are all gone now but one thing's still true,These Are The Days Of Our Lives
When I look and I find... I still love you,These Are The Days Of Our Lives
I still love you,These Are The Days Of Our Lives
"Another red letter day, So the pound has dropped and the children are creating",Friends Will Be Friends
"The other half ran away, Taking all the cash and leaving you with the lumber",Friends Will Be Friends
"Got a pain in the chest, doctor's on strike, what you need is a rest",Friends Will Be Friends
It's not easy love but you've got friends you can trust,Friends Will Be Friends
"Friends will be friends, When you're in need of love they give you care and attention",Friends Will Be Friends
"Friends will be friends, When you're through with life, and all hope is lost",Friends Will Be Friends
"Hold out your hands because friends will be friends, right till the end",Friends Will Be Friends
"Now it's a beautiful day, The postman delivered a letter from your lover",Friends Will Be Friends
"Only a phone call away, You tried to track him down but somebody stole his number",Friends Will Be Friends
"As a matter of fact, You're getting used to life without him in your way",Friends Will Be Friends
It's so easy love because you got friends you can trust,Friends Will Be Friends
"Friends will be friends, When you're in need of love they give you care and attention",Friends Will Be Friends
"Friends will be friends, When you're through with life and all hope is lost",Friends Will Be Friends
"Hold out your hands because friends will be friends, right till the end",Friends Will Be Friends
It's so easy love because you got friends you can trust,Friends Will Be Friends
"Friends will be friends, When you're in need of love they give you care and attention",Friends Will Be Friends
"Friends will be friends, When you're through with life and all hope is lost",Friends Will Be Friends
"Hold out your hands because friends will be friends, right till the end",Friends Will Be Friends
"Friends will be friends, When you're in need of love they give you care and attention",Friends Will Be Friends
"Friends will be friends, When you're through with life and all hope is lost",Friends Will Be Friends
Hold out your hands because right till the end,Friends Will Be Friends
Friends will be friends,Friends Will Be Friends
Here I stand (here I stand..),Now I'm Here
Look around around around around,Now I'm Here
(Around around around around..),Now I'm Here
But you won't see me (you won't see me..),Now I'm Here
Now I'm here (now I'm here..)Now I'm there (now I'm there..),Now I'm Here
I'm just a just a... (just a new man),Now I'm Here
Yes you made me live again,Now I'm Here
A baby I was when you took my hand,Now I'm Here
And the light of the night burned bright,Now I'm Here
And the people all stared didn't understand,Now I'm Here
But you knew my name on sight,Now I'm Here
Whatever came of you and me?,Now I'm Here
America's new bride to be,Now I'm Here
Don't worry baby I'm safe and sound,Now I'm Here
Down in the dungeon just Peaches and me,Now I'm Here
Don't I love her so?,Now I'm Here
Yes she made me live again Yeah!,Now I'm Here
A thin moon me in the smoke screen sky,Now I'm Here
Where the beams of your love light chase,Now I'm Here
Don't move don't speak don't feel no pain,Now I'm Here
With the rain running down my face,Now I'm Here
Your matches still light up the sky,Now I'm Here
And many a tear lives on in my eye,Now I'm Here
Down in the city just Hoople and me,Now I'm Here
Don't I love him so don't I love him so?,Now I'm Here
Whatever comes of you and me,Now I'm Here
I love to leave my memories with you,Now I'm Here
Now I'm here (now I'm here.),Now I'm Here
Think I'll stay around around around,Now I'm Here
(Around around around around..),Now I'm Here
Down in the city just you and me,Now I'm Here
(Down in the city just you and me..),Now I'm Here
Don't I love you so?,Now I'm Here
Go Go Go Little Queenie,Now I'm Here
And you're rushing headlong you've got a new goal,Headlong
And you're rushing headlong out of control,Headlong
And you think you're so strong,Headlong
But there ain't no stopping and there's nothin',Headlong
You can do about it,Headlong
There's nothin' you can do,Headlong
No there's nothin' you can do about it,Headlong
"No there's nothin' you can, nothin' you can",Headlong
Nothin' you can do about it,Headlong
And you're rushing headlong you've got a new goal,Headlong
And you're rushing headlong out of control,Headlong
And you think you're so strong,Headlong
But there ain't no stopping no there's nothin',Headlong
You can do about it,Headlong
Yeah,Headlong
"Hey, he used to be a man with a stick in his hand",Headlong
Hoop diddy diddy - hoop diddy do,Headlong
She used to be a woman with a hot dog stand,Headlong
Hoop diddy diddy - hoop diddy do,Headlong
Now you've got soup in the laundry bag,Headlong
"Now you've got strings, you're gonna lose your rag",Headlong
You're gettin' in a fight,Headlong
Then it ain't so groovy when you're screaming in the night,Headlong
Let me out of this cheap 'B' movie,Headlong
Headlong down the highway and you're rushing,Headlong
Headlong out of control,Headlong
And you think you're so strong,Headlong
But there ain't no stopping and you can't stop rockin',Headlong
"And there's nothin' you can, nothin' you can",Headlong
Nothin' you can do about it,Headlong
When a red hot man meets a white hot lady,Headlong
Hoop diddy diddy - hoop diddy do (ho),Headlong
Soon the fire starts a raging gets 'em more than half crazy,Headlong
Hoop diddy diddy - hoop diddy do,Headlong
"Oh, now they start freaking everyway you turn",Headlong
You can't start walking 'cos your feet got burned,Headlong
It ain't no time to figure wrong from right,Headlong
Cause reasons out the window,Headlong
Better hold on tight - you're rushing headlong,Headlong
"Headlong out of control, yeah",Headlong
You think you're so strong,Headlong
"There ain't no stopping and there's nothin' you, nothin' you",Headlong
Nothin' you can do about it at all,Headlong
Yeah yeah alright go,Headlong
And you're rushing headlong down the highway,Headlong
And you're rushing headlong out of control,Headlong
And you think you're so strong,Headlong
But there ain't no stopping,Headlong
"There's nothin', nothin', nothin' you can do about it, yeah",Headlong
Oooh oooh ooh ooh ooh,Headlong
Ha ha,Headlong
Headlong,Headlong
Headlong,Headlong
"Rushing rushing, rushing rushing",Headlong
Yeah yeah yeah,Headlong
"Rushing rushing, rushing rushing",Headlong
Headlong,Headlong
Yeahaw,Headlong
Headlong,Headlong
Gnoldaeh gnoldaeh gnoldaeh gnoldaeh,Headlong
"It's a kind of magic, It's a kind of magic",A Kind Of Magic
A kind of magic,A Kind Of Magic
"One dream, one soul, one prize, one goal",A Kind Of Magic
One golden glance of what should be...,A Kind Of Magic
It's a kind of magic,A Kind Of Magic
One shaft of light that shows the way,A Kind Of Magic
No mortal man can win this day,A Kind Of Magic
It's a kind of magic,A Kind Of Magic
The bell that rings inside your mind,A Kind Of Magic
Is challenging the doors of time... It's a kind of magic,A Kind Of Magic
"The waiting seems eternity, The day will dawn of sanity",A Kind Of Magic
Is this a kind of magic (It's a kind of magic),A Kind Of Magic
There can be only one,A Kind Of Magic
"This rage that lasts a thousand years, will soon be done",A Kind Of Magic
This flame that burns inside of me,A Kind Of Magic
I'm here in secret harmonies... It's a kind of magic,A Kind Of Magic
The bell that rings inside your mind,A Kind Of Magic
Is challenging the doors of time,A Kind Of Magic
It's a kind of magic,A Kind Of Magic
It's a kind of magic,A Kind Of Magic
The rage that lasts a thousand years,A Kind Of Magic
"will soon be, will soon be, Will soon be (done)",A Kind Of Magic
"This is a kind of magic, There can be only one",A Kind Of Magic
This rage that lasts a thousand years,A Kind Of Magic
"Will soon be done, done",A Kind Of Magic
"Magic, it's a kind of magic",A Kind Of Magic
It's a kind of magic,A Kind Of Magic
"Magic, magic, magic, magic",A Kind Of Magic
"Ha ha ha, it's magic",A Kind Of Magic
It's a kind of magic,A Kind Of Magic
One two three,Soul Brother
One two three,Soul Brother
God bless my soul here he comes now,Soul Brother
The man with the most - how does he do it ?,Soul Brother
Sure he's got style he's so heavy,Soul Brother
He's a trip can do anything,Soul Brother
Anything anything,Soul Brother
He's my soul brother,Soul Brother
He's my best friend he's my champion,Soul Brother
And he will rock you rock you rock you,Soul Brother
'Cause he's the saviour of the universe,Soul Brother
He can make you keep yourself alive,Soul Brother
Make you keep yourself alive,Soul Brother
Ooh brother 'cause he's somebody somebody,Soul Brother
You can love,Soul Brother
He's my soul brother,Soul Brother
When you're under pressure feeling under pressure,Soul Brother
Yeah pressure yeah pressure,Soul Brother
He won't let you down,Soul Brother
When you're under pressure,Soul Brother
Ooh feeling under pressure yeah pressure,Soul Brother
So he won't let you down,Soul Brother
My brother won't let you down,Soul Brother
He won't he won't he won't let you down,Soul Brother
He can do anything anything anything,Soul Brother
He's my soul brother,Soul Brother
Yea ah yeah yeah yeah yeah yeah,Soul Brother
Ooh soul brother anything (soul brother),Soul Brother
Anything (soul brother) anything (soul brother),Soul Brother
He's my soul brother brother brother brother brother,Soul Brother
(Soul brother) anything (soul brother) anything (soul brother) anything,Soul Brother
He's my soul,Soul Brother
Soul brother,Soul Brother
He can do anything,Soul Brother
He can do anything,Soul Brother
"'Cause he, he's my soul brother",Soul Brother
In my defence what is there to say,In My Defence
All the mistakes we made must be faced today,In My Defence
It's not easy now knowing where to start,In My Defence
While the world we love tears itself apart,In My Defence
I'm just a singer with a song,In My Defence
How can I try to right the wrong,In My Defence
For just a singer with a melody,In My Defence
I'm caught in between,In My Defence
With a fading dream,In My Defence
In my defence what is there to say,In My Defence
We destroy the love - it's our way,In My Defence
We never listen enough never face the truth,In My Defence
Then like a passing song,In My Defence
Love is here and then it's gone,In My Defence
I'm just a singer with a song,In My Defence
How can I try to right the wrong,In My Defence
For just a singer with a melody,In My Defence
I'm caught in between,In My Defence
With a fading dream,In My Defence
I'm just a singer with a song,In My Defence
How can I try to right the wrong,In My Defence
I'm just a singer with a melody,In My Defence
I'm caught in between with a fading dream,In My Defence
Caught in between with a fading dream,In My Defence
Caught in between with a fading dream,In My Defence
Oh what on earth,In My Defence
Oh what on earth,In My Defence
How do I try,In My Defence
Do we live or die,In My Defence
Oh help me God,In My Defence
Please help me,In My Defence
"You say New York, New York is dangerous",Under Pressure (Rah Mix)
Cause you read that where you may,Under Pressure (Rah Mix)
Even a blind man could see that's not so,Under Pressure (Rah Mix)
Love love love love love.....,Under Pressure (Rah Mix)
Ray,Under Pressure (Rah Mix)
People on streets,Under Pressure (Rah Mix)
Ha ha haa ey,Under Pressure (Rah Mix)
Mm ba ba de,Under Pressure (Rah Mix)
Um bum ba de,Under Pressure (Rah Mix)
Um bu bu bum da de,Under Pressure (Rah Mix)
Why don't we give all that one more chance?,Under Pressure (Rah Mix)
Pressure pressure pressure pressure pressure,Under Pressure (Rah Mix)
Pressure pressure pressure pressure pressure,Under Pressure (Rah Mix)
Pushing down on me,Under Pressure (Rah Mix)
Pressing down on you no man ask for,Under Pressure (Rah Mix)
Under pressure that brings a building down,Under Pressure (Rah Mix)
Splits a family in two,Under Pressure (Rah Mix)
Puts people on streets,Under Pressure (Rah Mix)
Um ba ba be,Under Pressure (Rah Mix)
Um ba ba be,Under Pressure (Rah Mix)
De day da,Under Pressure (Rah Mix)
Ee day da - that's o.k.,Under Pressure (Rah Mix)
It's the terror of knowing,Under Pressure (Rah Mix)
What the world is about,Under Pressure (Rah Mix)
Watching some good friends,Under Pressure (Rah Mix)
Screaming 'Let me out',Under Pressure (Rah Mix)
Pray tomorrow - gets me higher,Under Pressure (Rah Mix)
Pressure on people - people on streets,Under Pressure (Rah Mix)
Day day de day day de,Under Pressure (Rah Mix)
Day day de day day de,Under Pressure (Rah Mix)
Day day de day day de,Under Pressure (Rah Mix)
Day day de day day de,Under Pressure (Rah Mix)
Day day de day day de,Under Pressure (Rah Mix)
O.k.,Under Pressure (Rah Mix)
Chippin' around kick my brains around the floor,Under Pressure (Rah Mix)
These are the days it never rains but it pours,Under Pressure (Rah Mix)
Ee do ba be,Under Pressure (Rah Mix)
Ee da ba ba ba,Under Pressure (Rah Mix)
Um bo bo,Under Pressure (Rah Mix)
Be lap,Under Pressure (Rah Mix)
People on streets - ee da de da de,Under Pressure (Rah Mix)
People on streets - ee da de da de da de da,Under Pressure (Rah Mix)
It's the terror of knowing,Under Pressure (Rah Mix)
What this world is about,Under Pressure (Rah Mix)
Watching some good friends,Under Pressure (Rah Mix)
Screaming 'Let me out',Under Pressure (Rah Mix)
Tomorrow - gets me higher higher high,Under Pressure (Rah Mix)
Pressure on people - people on streets,Under Pressure (Rah Mix)
Turned away from it all like a blind man,Under Pressure (Rah Mix)
Sat on a fence but it don't work,Under Pressure (Rah Mix)
Keep coming up with love but it's so slashed and torn,Under Pressure (Rah Mix)
Why - why - why?,Under Pressure (Rah Mix)
Love love love love love love love,Under Pressure (Rah Mix)
Insanity laughs under pressure we're breaking,Under Pressure (Rah Mix)
Can't we give ourselves one more chance,Under Pressure (Rah Mix)
Why can't we give love that one more chance,Under Pressure (Rah Mix)
Why can't we give love give love give love give love,Under Pressure (Rah Mix)
give love give love give love give love give love,Under Pressure (Rah Mix)
'Cause love's such an old fashioned word,Under Pressure (Rah Mix)
And love dares you to care for,Under Pressure (Rah Mix)
The people on the (People on streets) edge of the night,Under Pressure (Rah Mix)
And loves (People on streets) dares you to change our way of,Under Pressure (Rah Mix)
Caring about ourselves,Under Pressure (Rah Mix)
This is our last dance,Under Pressure (Rah Mix)
This is our last dance,Under Pressure (Rah Mix)
This is ourselves,Under Pressure (Rah Mix)
Under pressure,Under Pressure (Rah Mix)
Under pressure,Under Pressure (Rah Mix)
Pressure,Under Pressure (Rah Mix)
Mama's got a problem She don't know what to say,The Loser In The End
"Her little baby boy, has just left home today",The Loser In The End
She's got to be the loser in the end,The Loser In The End
She's got to be the loser in the end,The Loser In The End
Misuse her and you'll lose her as a friend,The Loser In The End
She's ma on whom you can always depend,The Loser In The End
She washed and fed and clothed and cared,The Loser In The End
For nearly twenty years,The Loser In The End
And all she gets is 'Goodbye Ma',The Loser In The End
And the night times for her tears,The Loser In The End
She's got to be the loser in the end,The Loser In The End
She's got to be the loser in the end,The Loser In The End
Misuse her and you'll lose her as a friend,The Loser In The End
She's ma on whom you can always depend,The Loser In The End
"So listen mothers everywhere, to just one mothers son",The Loser In The End
"You'll get forgotten on the way, if you don't let them have their fun",The Loser In The End
"Forget regrets and just remember, it's not so long since you were young",The Loser In The End
"You're bound to be the loser in the end, You're bound to be the loser in the end",The Loser In The End
"They'll chose their new shoes, that's not far to bend",The Loser In The End
You're ma on whom they can always depend,The Loser In The End
Don't let go don't lose your mystique,Hang On In There
Wait a little longer,Hang On In There
Tomorrow brings another feast,Hang On In There
Don't let go don't lose your reputation,Hang On In There
Thank God you're still alive,Hang On In There
You're still in one piece,Hang On In There
Hang on in there don't lose your appetite,Hang On In There
Hang on in there forget the danger signs,Hang On In There
Pray for that magical moment (straight ahead) and it will,Hang On In There
appear,Hang On In There
Don't fight for lost emotions,Hang On In There
Wait for the sunrise,Hang On In There
And everything will seem so clear,Hang On In There
(Look straight ahead look straight ahead),Hang On In There
Hang on in there (hang on in there),Hang On In There
Hang on in there (hang on in there),Hang On In There
Your wish will be granted,Hang On In There
All your problems will disappear,Hang On In There
Don't be a fool you haven't reached your peak,Hang On In There
You got a fast car racing up inside you,Hang On In There
Your life is incomplete,Hang On In There
Hang on in there hang on in there,Hang On In There
Pray for that magical moment and it will appear,Hang On In There
(Wait for that moment),Hang On In There
Wait for the sunrise,Hang On In There
Just wait and see and it will seem so clear,Hang On In There
Let's go let's go,Hang On In There
OK now do the change now,Hang On In There
Yeah hang on in there,Hang On In There
Hang on in there,Hang On In There
Yeah yeah,Hang On In There
"Ooh, you make me live",You're My Best Friend
Whatever this world can give to me,You're My Best Friend
"It's you, you're all I see",You're My Best Friend
"Ooh, you make me live now honey",You're My Best Friend
"Ooh, you make me live",You're My Best Friend
"Oh, you're the best friend",You're My Best Friend
That I ever had,You're My Best Friend
I've been with you such a long time,You're My Best Friend
You're my sunshine,You're My Best Friend
And I want you to know,You're My Best Friend
That my feelings are true,You're My Best Friend
I really love you,You're My Best Friend
"(Ooh) Oh, you're my best friend",You're My Best Friend
"Ooh, you make me live",You're My Best Friend
"Ooh, I've been wandering round",You're My Best Friend
But I still come back to you (still come back to you),You're My Best Friend
In rain or shine,You're My Best Friend
You've stood by me girl,You're My Best Friend
I'm happy at home (happy at home),You're My Best Friend
You're my best friend,You're My Best Friend
"Ooh, you make me live",You're My Best Friend
Whenever this world is cruel to me,You're My Best Friend
"I got you, to help me forgive - oo oo ooh",You're My Best Friend
"Ooh, you make me live now honey",You're My Best Friend
"Ooh, you make me live",You're My Best Friend
"Oh, you're the first one",You're My Best Friend
When things turn out bad,You're My Best Friend
You know I'll never be lonely,You're My Best Friend
You're my only one,You're My Best Friend
And I love the thing,You're My Best Friend
I really love the things that you do,You're My Best Friend
"Oh, you're my best friend",You're My Best Friend
"Oh, ooh, you make me live",You're My Best Friend
I'm happy (happy at home),You're My Best Friend
You're my best friend,You're My Best Friend
"Oh, oh, you're my best friend",You're My Best Friend
"Ooh, you make me live",You're My Best Friend
Oo oo ooh,You're My Best Friend
"You, you're my best friend",You're My Best Friend
He's a fairy feller..,The Fairy Feller's Master-stroke
"the fairy folk have gathered, round the new moon's shine",The Fairy Feller's Master-stroke
"To see the feller crack a nut,",The Fairy Feller's Master-stroke
at night's noon time,The Fairy Feller's Master-stroke
"to swing his axe he swears, as he climbs he dares",The Fairy Feller's Master-stroke
"To deliver the master stroke, ploughman wagoner will' and types",The Fairy Feller's Master-stroke
"Politician with senatorial pipe, He's a dilly dally oh",The Fairy Feller's Master-stroke
"Pedagogue squinting wears a frown, and a satyr peers under lady's gown",The Fairy Feller's Master-stroke
"He's a dirty fellow, What a dirty laddie, oh",The Fairy Feller's Master-stroke
"Tatterdemalion and the junketer, there's a thief and a dragonfly trumpeter",The Fairy Feller's Master-stroke
"He's my hero ah, Fairy dandy tickling the fancy",The Fairy Feller's Master-stroke
"Of his lady friend, the nymph in yellow (can we see the master stroke)",The Fairy Feller's Master-stroke
What a quaere fellow,The Fairy Feller's Master-stroke
"Soldier sailor tinker tailor ploughboy, waiting to hear the sound",The Fairy Feller's Master-stroke
"And the arch magician presides, he is the leader",The Fairy Feller's Master-stroke
Oberon and Titania watched by a harridan,The Fairy Feller's Master-stroke
Mab is the queen and there's a good apothecary man,The Fairy Feller's Master-stroke
"Come to say hello, fairy dandy tickling the fancy",The Fairy Feller's Master-stroke
"Of his lady friend, the nymph in yellow",The Fairy Feller's Master-stroke
What a quaere fellow,The Fairy Feller's Master-stroke
"The ostler stares with hands on his knees, come on mister feller",The Fairy Feller's Master-stroke
Crack it open if you please,The Fairy Feller's Master-stroke
Get your party gown and get your pigtail down,Tie Your Mother Down
And get your heart beating baby,Tie Your Mother Down
Got my timing right I got my act all tight,Tie Your Mother Down
"It's gotta be tonight, my little school babe",Tie Your Mother Down
"Your mama says you don't, and your daddy says you won't",Tie Your Mother Down
"And I'm boiling up inside, ain't no way I'm gonna lose out this time",Tie Your Mother Down
"Tie your mother down, tie your mother down",Tie Your Mother Down
"Lock your daddy out of doors, I don't need him nosing around",Tie Your Mother Down
"Tie your mother down, tie your mother down",Tie Your Mother Down
Give me all your love tonight,Tie Your Mother Down
"You're such a dirty louse, go get out of my house",Tie Your Mother Down
That's all I ever get from your...,Tie Your Mother Down
"family ties, in fact I don't think I ever heard",Tie Your Mother Down
A single little civil word from those guys,Tie Your Mother Down
"I don't give a light, I'm gonna make out all right",Tie Your Mother Down
"I've got a sweetheart hand, to put a stop to all that",Tie Your Mother Down
Sniping and grousing,Tie Your Mother Down
"Tie your mother down, tie your mother down",Tie Your Mother Down
Take your little brother swimming,Tie Your Mother Down
With a brick (that's all right),Tie Your Mother Down
"Tie your mother down, tie your mother down",Tie Your Mother Down
Or you ain't no friend of mine,Tie Your Mother Down
"Your mama and your daddy, gonna plague me till I die",Tie Your Mother Down
"I can't understand it, because I'm a peace loving guy",Tie Your Mother Down
"Tie your mother down, tie your mother down",Tie Your Mother Down
"Get that big, big, big, big, big, big, daddy out the door",Tie Your Mother Down
"Tie your mother down yeah, Tie your mother down",Tie Your Mother Down
Give me all your love tonight...all your love tonight,Tie Your Mother Down
"My new purple shoes, bin amazing the people next door",Tenement Funster
"And my rock'n'roll forty fives, bin enraging the folks on the lower floor",Tenement Funster
"I got a way with the girls on my block, try my best to be a real individual",Tenement Funster
"And when we go down to smokies and rock, they line up like it's some kind of ritual",Tenement Funster
"Oh give me a good guitar, and you can say that my hair's a disgrace",Tenement Funster
"Or just find me an open car, I'll make the speed of light out of this place",Tenement Funster
"I like the good things in life, but most of the best things ain't free",Tenement Funster
It's the same situation just cuts like a knife,Tenement Funster
When you're young and you're poor and you're crazy,Tenement Funster
Young and you're crazy... Oh give me a good guitar,Tenement Funster
"And you can say that my hair's a disgrace, or just find me an open car",Tenement Funster
I'll make the speed of light out of this place,Tenement Funster
Well she's gone dear,See What A Fool I've Been
Gone this morning um yes,See What A Fool I've Been
Ow - see what a fool I've been - oh Lord,See What A Fool I've Been
Cutchie cool,See What A Fool I've Been
What a fool I've been,See What A Fool I've Been
Yes I dig it,See What A Fool I've Been
Too much,See What A Fool I've Been
Didn't leave me no letter,See What A Fool I've Been
Didn't leave no warning,See What A Fool I've Been
You naughty thing you - ooh,See What A Fool I've Been
Well I guess I am to blame - oh lord,See What A Fool I've Been
I guess I'm all to blame,See What A Fool I've Been
See you later singer boy,See What A Fool I've Been
Child - right now - take it,See What A Fool I've Been
How my little dog ain't too hungry - no no,See What A Fool I've Been
He just kept on barking viciously,See What A Fool I've Been
Just don't seem the same - oh no no,See What A Fool I've Been
